,id,sex,age,marital,child,educ,source,smoke,smokenum,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,LG10negaff,MAH_1,COO_1,MAH_2,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC1_2,FAC2_2,FAC3_2,FAC4_2,MAH_3,COO_2,tpnew
10,138.0,MALES,27.0,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,YES,100.0,30.0,25.0,41.0,33.0,23.0,23.0,40.0,2.0,48.0,18 - 29,25 - 32,completed high school,1.5185139398778875,3.6610514169408184,0.0031414738765394522,11.136865554292607,1.040506730429921,1.766057683038346,1.1365271460494173,0.9833176078427199,1.316208749384646,1.7126451643798575,0.9080057848596755,0.7303063676531797,3.661051416940809,0.003141473876539431,
11,184.0,FEMALES,34.0,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,FAMILY,NO,0.0,28.0,26.0,37.0,25.0,31.0,16.0,30.0,6.0,43.0,30 - 44,33 - 40,completed undergrad uni,1.3979400086720377,6.771263966862631,0.04319952751936011,11.00690944157893,0.43852935321062714,1.0189279570452408,0.6376365697724673,-0.4476470134983735,0.5485435050703339,1.1286202612634912,0.489342265822546,-0.6704666708541086,6.771263966862613,0.04319952751935996,
12,183.0,MALES,35.0,SINGLE,NO,SOME ADDITIONAL TRAINING,LIFE IN GENERAL,NO,0.0,16.0,17.0,84.0,20.0,5.0,34.0,34.0,5.0,52.0,30 - 44,33 - 40,some additional training,1.3010299956639813,1.4524863940886605,0.0008230486313564365,10.863432644693011,-3.1129313098786686,0.493348343388636,-1.135578638401266,0.5185413359051667,-3.1906561865292877,0.3135579672452337,-1.2205091752065496,0.23859458840951372,1.4524863940886592,0.0008230486313564366,108.0
13,144.0,FEMALES,43.0,MARRIED FIRST TIME,YES,SOME SECONDARY,SPOUSE OR PARTNER,NO,,20.0,18.0,74.0,39.0,8.0,42.0,29.0,3.0,29.0,30 - 44,41 - 49,did not complete high school,1.6127838567197355,7.211568108274179,0.019913378213156255,10.709394117212076,-2.3463825459100676,0.8324682029416197,3.4143208478325713,3.8108017019916205,-1.9677657256392493,-0.5926578528025342,3.500506730063991,3.5251390657135055,7.211568108274168,0.019913378213156235,62.0
14,57.0,MALES,50.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,NO,0.0,17.0,21.0,74.0,16.0,27.0,19.0,33.0,5.0,65.0,45+,50+,some additional training,1.2041199826559248,0.33385729516802937,0.00318284391206705,9.650618044251708,-2.14365626969312,-1.0691864287081903,1.2903018776478952,-1.1178237570424097,-2.252366186174218,-1.512620292632525,1.5100517765727883,-1.2190756716505498,0.33385729516802853,0.0031828439120670446,134.0
15,491.0,MALES,57.0,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING,HEALTH/ILLNESS,YES,200.0,14.0,15.0,91.0,37.0,7.0,30.0,31.0,3.0,57.0,45+,50+,some additional training,1.568201724066995,3.372079460069482,0.0004857985764822853,9.556242499092294,-1.0456827839652232,2.756663721468645,-0.5380566143035733,3.1660301412681817,-0.7430285828655562,2.5454205810934076,-0.9322032257173462,2.751817351236027,3.372079460069476,0.000485798576482287,118.0
16,41.0,FEMALES,37.0,SEPARATED,YES,COMPLETED HIGHSCHOOL,WORK,NO,0.0,19.0,23.0,74.0,39.0,14.0,40.0,40.0,6.0,38.0,30 - 44,33 - 40,completed high school,1.6334684555795864,5.862008814893537,0.030894850471412643,9.234222569580163,-1.9153571041704776,1.5328711494760088,2.791905316182265,3.702427659448292,-1.5118377596998072,0.3697418718327555,2.73734263984072,3.3364287610290306,5.862008814893524,0.030894850471412643,80.0
17,6.0,FEMALES,41.0,DIVORCED,YES,POSTGRADUATE COMPLETED,WORK,NO,0.0,21.0,16.0,91.0,24.0,21.0,42.0,38.0,4.0,66.0,30 - 44,41 - 49,completed postgrad uni,1.380211241711606,4.098175569382573,0.03565627658718011,9.215613561421055,-1.4404665480318664,-0.5361565521042558,2.0842567152063114,0.31141285042818145,-1.3809853846283395,-1.2097183370132227,2.2681459416786622,0.2174608558114951,4.098175569382564,0.03565627658718009,136.0
18,157.0,FEMALES,19.0,SINGLE,NO,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,0.0,17.0,14.0,91.0,36.0,9.0,44.0,40.0,3.0,37.0,18 - 29,18 - 24,completed high school,1.5563025007672873,5.071013662509704,0.018358488296144473,9.045806688924452,-1.6134407205505366,3.084424111576021,-1.0757131446132184,2.4959994245231574,-1.3586491050773257,3.0467218033556906,-1.5487613649509528,1.95067812216909,5.071013662509701,0.018358488296144455,78.0
19,287.0,FEMALES,25.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,26.0,25.0,86.0,39.0,20.0,33.0,25.0,9.0,66.0,18 - 29,25 - 32,completed undergrad uni,1.591064607026499,0.6654242193689206,0.0061438534224315606,9.03069324332308,-0.7620430217067143,3.752120929934191,0.11160957991202607,0.9715045767177476,-0.43024225951690676,3.896315103172265,-0.45487970824377133,0.21548342007373714,0.6654242193689199,0.006143853422431583,136.0
20,53.0,MALES,23.0,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,NO,,14.0,20.0,91.0,19.0,17.0,39.0,31.0,1.0,41.0,18 - 29,18 - 24,completed high school,1.2787536009528289,2.910034036846378,0.010204610929408832,8.966103044117421,-1.643863539360279,-0.3208571258535346,-0.4776965586780447,1.6364702631108112,-1.6650056688486496,-0.7116354057482189,-0.4026369303209756,1.6843172112812768,2.910034036846373,0.01020461092940884,86.0
21,330.0,FEMALES,53.0,MARRIED FIRST TIME,NO,SOME SECONDARY,HEALTH/ILLNESS,NO,0.0,13.0,11.0,74.0,35.0,23.0,42.0,34.0,4.0,60.0,45+,50+,did not complete high school,1.5440680443502757,9.888168960801268,0.03501476738349707,8.794407989329223,-2.212053985359783,1.4436819179925864,3.5275448056243532,-0.8680533117118994,-1.978345144852107,0.7993557724836391,3.4407035660801633,-1.5631806277835085,9.888168960801249,0.03501476738349698,124.0
22,379.0,FEMALES,47.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,NO,0.0,25.0,20.0,46.0,32.0,32.0,29.0,30.0,6.0,74.0,45+,41 - 49,some additional training,1.505149978319906,2.687482895797888,0.001991027475930945,8.700527494517132,1.7105422971664934,1.0233499106700454,1.6305204416136663,1.8238334923853903,2.0080927854659594,0.7457587707747191,1.54688949968162,1.8060068989597775,2.687482895797881,0.001991027475930952,152.0
23,59.0,FEMALES,36.0,SEPARATED,YES,SOME SECONDARY,WORK,NO,0.0,14.0,21.0,31.0,39.0,20.0,34.0,23.0,7.0,56.0,30 - 44,33 - 40,did not complete high school,1.6020599913279623,0.1490529458045848,0.0017725158038427577,8.373826604034356,-0.2791582695130388,2.2300519910723637,1.8911455002056616,2.233719269007198,0.10165533019551644,1.7340146882675858,1.6515394763327091,1.8187993721740212,0.14905294580458464,0.0017725158038427635,116.0
24,416.0,MALES,21.0,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,NO,,21.0,17.0,36.0,37.0,23.0,31.0,40.0,2.0,46.0,18 - 29,18 - 24,completed high school,1.568201724066995,1.926646846433969,0.0002059886503267226,8.287450032222923,0.3499144485113341,2.994065903616672,1.3855794393556273,0.06810477968415052,0.6826783698762179,3.0848958833117215,0.9629626480360212,-0.5575608922326759,1.9266468464339679,0.00020598865032672318,96.0
25,508.0,FEMALES,26.0,LIVING WITH PARTNER,YES,COMPLETED UNDERGRADUATE,WORK,NO,0.0,24.0,20.0,38.0,14.0,20.0,34.0,39.0,4.0,54.0,18 - 29,25 - 32,completed undergrad uni,1.146128035678238,0.3392054353397031,0.001448510983477224,7.938844524682426,0.6188031555137461,-0.5136115782982345,-0.5068062600746605,-0.869694554203856,0.5244400590251027,-0.2653067553234305,-0.46544747305720957,-0.7455932493502335,0.3392054353397029,0.0014485109834772283,112.0
26,116.0,FEMALES,48.0,REMARRIED,YES,SOME ADDITIONAL TRAINING,WORK,NO,0.0,20.0,15.0,31.0,39.0,19.0,37.0,210.0,5.0,37.0,45+,41 - 49,some additional training,1.6127838567197355,4.515629345516074,0.0008759797012393136,7.854846718427388,-0.320266035376191,3.2939131045510432,2.0132651175019594,-0.03296247464031306,0.05336603690960788,3.23369299947983,1.5718136720481835,-0.8112343737211276,4.5156293455160705,0.0008759797012393083,78.0
27,422.0,FEMALES,24.0,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,NO,,26.0,18.0,33.0,37.0,27.0,31.0,30.0,2.0,63.0,18 - 29,18 - 24,some additional training,1.568201724066995,1.5554574827080005,0.0006054861975381485,7.840841479489197,-0.02400239451227965,3.10151318657447,1.4243431182223103,-0.7035280805812122,0.27728971473730973,3.271003099483833,0.9765174585397463,-1.4329522869801838,1.555457482707997,0.0006054861975381498,130.0
28,87.0,MALES,25.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,21.0,23.0,91.0,15.0,25.0,20.0,39.0,4.0,64.0,18 - 29,25 - 32,completed undergrad uni,1.1760912590556813,0.11654664224468703,0.0013831516254545252,7.705698752195968,-1.7432480500612293,-0.9447180630012163,-0.6286988468450366,0.7032745788855445,-1.8662564704245432,-1.2422844693021085,-0.475607567665682,0.8150616058633099,0.11654664224468696,0.0013831516254545215,132.0
29,434.0,FEMALES,47.0,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,MONEY/FINANCES,NO,0.0,12.0,14.0,81.0,22.0,5.0,32.0,31.0,9.0,,45+,41 - 49,completed high school,1.3424226808222062,,,7.594297604554197,-2.704423078722473,0.09924339931718947,0.9154259565578362,-0.42444371257426816,-2.7244895039417134,-0.3198767829390878,0.9525021063279958,-0.74530920327875,,,
30,264.0,MALES,18.0,SINGLE,NO,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,0.0,29.0,22.0,86.0,32.0,27.0,26.0,36.0,6.0,64.0,18 - 29,18 - 24,completed high school,1.505149978319906,0.08967292904225356,7.050506816639617e-09,7.53967788424217,-1.1881179973607479,1.1915228113766032,3.497808279269685,-1.9245146994208935,-0.9983598299642034,0.8097772584810852,3.4225134633276086,-2.54666815547153,0.08967292904225341,7.050506816650352e-09,132.0
31,442.0,FEMALES,24.0,MARRIED FIRST TIME,NO,SOME ADDITIONAL TRAINING,WORK,YES,150.0,9.0,12.0,74.0,32.0,11.0,41.0,34.0,7.0,21.0,18 - 29,18 - 24,some additional training,1.505149978319906,11.678888294613301,0.0008547851113488733,7.435980416392291,-2.029966327704087,2.170567196498158,0.7427992935127427,-0.351176688682002,-1.8751304743920056,2.0768892638566134,0.44027577924502176,-1.013700428418442,11.678888294613293,0.0008547851113488548,46.0
32,540.0,MALES,36.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,NO,0.0,22.0,21.0,86.0,13.0,27.0,16.0,240.0,5.0,65.0,30 - 44,33 - 40,some additional training,1.1139433523068367,0.33385729516802937,0.006268356816208702,7.288736191042617,-0.8517576278839997,-1.0837316201704397,-0.12733520823999248,-0.906330606554159,-1.0055739718461838,-1.1381401427707998,0.03173963859878839,-0.8148406970742774,0.33385729516802853,0.006268356816208695,134.0
33,470.0,FEMALES,49.0,REMARRIED,YES,SOME SECONDARY,FAMILY,NO,0.0,27.0,26.0,91.0,14.0,25.0,18.0,32.0,8.0,72.0,45+,41 - 49,did not complete high school,1.146128035678238,1.3511941063892519,0.00170047657430261,7.2800565449863415,-1.4464252486357938,-0.6205812179339852,-0.585786021301508,-0.5456783996661837,-1.588341554514145,-0.6637746870451805,-0.5062592820060584,-0.55342416799222,1.351194106389251,0.0017004765743025975,148.0
34,252.0,FEMALES,21.0,STEADY RELATIONSHIP,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,26.0,26.0,91.0,20.0,27.0,21.0,27.0,5.0,63.0,18 - 29,18 - 24,completed undergrad uni,1.3010299956639813,1.3141761020558584,0.000711367848936654,7.1680596354552275,-1.6225293604257223,-0.2484405549983434,0.15707679075850878,0.6902721846668033,-1.6411987150680794,-0.604011904947927,0.22896496433922398,0.6366280662781475,1.3141761020558562,0.0007113678489366459,130.0
35,338.0,FEMALES,45.0,REMARRIED,YES,SOME ADDITIONAL TRAINING,WORK,YES,30.0,16.0,25.0,46.0,10.0,27.0,27.0,39.0,6.0,62.0,45+,41 - 49,some additional training,1.0,0.7962853497266577,0.0005000611764950626,7.139824367602292,1.6788613120175135,-1.0595865802711844,-0.9723441058129588,-0.5657448265475293,1.5514207716781543,-0.7026605514507853,-0.8670054701090614,-0.20138555428195698,0.7962853497266562,0.0005000611764950682,128.0
36,517.0,MALES,18.0,SINGLE,NO,COMPLETED HIGHSCHOOL,RELATIONSHIPS,NO,0.0,19.0,20.0,91.0,10.0,25.0,27.0,34.0,5.0,63.0,18 - 29,18 - 24,completed high school,1.0,0.45042053466792586,1.0712535180383798e-05,7.115848991968772,-1.8194200829471834,-1.0441039509257144,-1.2853400342585926,-0.4473877278463901,-2.0409368215432786,-1.059300771575396,-1.1607304874046498,-0.364248738686903,0.45042053466792475,1.0712535180383488e-05,130.0
37,179.0,FEMALES,45.0,REMARRIED,NO,SOME ADDITIONAL TRAINING,LIFE IN GENERAL,NO,0.0,16.0,20.0,74.0,23.0,30.0,28.0,28.0,6.0,60.0,45+,41 - 49,some additional training,1.3617278360175928,0.24143796982313157,1.92758503114517e-07,7.11583935255855,-2.5555499155947303,1.1842114568852928,-0.4346020061495993,-0.8142827899306885,-2.5815870088420008,1.2169944459160833,-0.6295221418357947,-1.3001613854602527,0.24143796982313112,1.927585031145528e-07,124.0
38,420.0,MALES,69.0,MARRIED FIRST TIME,NO,SOME SECONDARY,HEALTH/ILLNESS,NO,,21.0,17.0,33.0,37.0,26.0,33.0,230.0,4.0,66.0,45+,50+,did not complete high school,1.568201724066995,3.0202810174630303,0.003156935965171722,6.9882778859529795,0.010569237513607561,2.4846235257775904,1.4973586318283736,0.6069697249053219,0.32457572772287135,2.375891416132672,1.1719732939711345,0.08224813541860627,3.0202810174630232,0.003156935965171722,136.0
39,66.0,MALES,59.0,REMARRIED,NO,SOME SECONDARY,,NO,,,8.0,74.0,22.0,12.0,32.0,21.0,5.0,53.0,45+,50+,did not complete high school,1.3424226808222062,13.896642220544896,0.01498588910890879,6.822204623972639,-2.488311439224438,0.5180769553064292,-1.036874001494331,1.1618948560882554,-2.5155817508102127,0.2972442135112577,-1.1166693444797922,0.9664761614260193,13.896642220544871,0.014985889108908872,110.0
40,7.0,MALES,33.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,28.0,21.0,44.0,31.0,5.0,31.0,34.0,6.0,,30 - 44,33 - 40,completed undergrad uni,1.4913616938342726,,,6.718328713354355,1.514001230478262,1.4537089236098573,1.4908176340341601,0.5815059894282061,1.7791273943648103,1.4171604634691557,1.3143381744932199,0.3895734121570299,,,
41,404.0,FEMALES,24.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,,28.0,24.0,44.0,10.0,31.0,12.0,22.0,7.0,74.0,18 - 29,18 - 24,completed undergrad uni,1.0,1.2457056360831937,0.011743878112129002,6.690137993555284,1.403950889336036,-1.0899622189263272,-0.79399096984229,-0.9125122669639315,1.2630275415584151,-0.7495033910008875,-0.6803284992044101,-0.5957601742665096,1.2457056360831924,0.011743878112128976,152.0
42,331.0,MALES,22.0,LIVING WITH PARTNER,NO,SOME SECONDARY,MONEY/FINANCES,YES,150.0,10.0,22.0,40.0,17.0,11.0,34.0,40.0,2.0,50.0,18 - 29,18 - 24,did not complete high school,1.2304489213782739,1.1585202866767108,0.002887428884605515,6.655229497278771,0.9188634336043258,-0.6904716743333077,-0.1412664238307524,1.1299114371521122,0.9259419068410355,-0.803111563858687,-0.026565627995422312,1.4236946458973883,1.1585202866767081,0.002887428884605522,104.0
43,336.0,FEMALES,43.0,REMARRIED,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,18.0,19.0,86.0,18.0,19.0,37.0,28.0,7.0,47.0,30 - 44,41 - 49,completed undergrad uni,1.255272505103306,1.3074178665550173,0.003789709095602053,6.611497532126749,-0.7897200725232254,-0.8050612426818919,0.5512667689226031,0.004246302973614669,-0.8401475135901753,-1.0913598482413729,0.7073344491712745,0.07138936683279924,1.307417866555016,0.003789709095602058,98.0
44,5.0,FEMALES,48.0,MARRIED FIRST TIME,NO,COMPLETED HIGHSCHOOL,RELATIONSHIPS,NO,0.0,30.0,26.0,41.0,10.0,22.0,12.0,38.0,7.0,,45+,41 - 49,completed high school,1.0,,,6.582123996225697,0.9362673138639563,-1.0159462915008148,-0.9328696247852928,-0.7957811598263476,0.7872165813013161,-0.7145276266093321,-0.8300648542709144,-0.5200976907903603,,,
45,291.0,FEMALES,30.0,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,YES,25.0,19.0,20.0,43.0,26.0,20.0,35.0,23.0,6.0,40.0,30 - 44,25 - 32,some additional training,1.414973347970818,3.2414985337251268,0.0023419969942979416,6.568947464936248,1.3293002055016248,0.8831392564266742,0.723885757172083,0.05842369210665949,1.4764319320645762,0.9895361047740018,0.6009160039780966,-0.03315160636247246,3.241498533725121,0.002341996994297944,84.0
46,79.0,FEMALES,46.0,REMARRIED,YES,COMPLETED HIGHSCHOOL,"TIME (lack of time, too much to do)",NO,0.0,17.0,17.0,40.0,29.0,30.0,37.0,39.0,8.0,64.0,45+,41 - 49,completed high school,1.462397997898956,2.5670958702226843,0.009681940886159358,6.530500275923641,1.0476648024487656,1.0924372402313718,1.9135151607593792,-0.33326578742071483,1.2579425922956786,1.021888690573004,1.7993151701195338,-0.5704249463743855,2.567095870222678,0.009681940886159354,132.0
47,342.0,MALES,24.0,STEADY RELATIONSHIP,NO,COMPLETED UNDERGRADUATE,RELATIONSHIPS,NO,0.0,19.0,18.0,91.0,36.0,12.0,36.0,24.0,2.0,55.0,18 - 29,18 - 24,completed undergrad uni,1.5563025007672873,0.8997814897595389,0.0028932872894805606,6.504582807567508,-1.5696788679377975,1.9701943537852065,0.6724684836405109,2.5559631858445595,-1.2976706256953083,1.4752876183423922,0.44409735993045424,2.1588041654519836,0.8997814897595379,0.0028932872894805645,114.0
48,219.0,MALES,63.0,MARRIED FIRST TIME,NO,COMPLETED UNDERGRADUATE,CHILDREN,NO,,26.0,24.0,86.0,10.0,20.0,15.0,27.0,7.0,79.0,45+,50+,completed undergrad uni,1.0,2.4260838306144774,0.0075441826904992255,6.427907085484865,-0.5191560224234434,-1.0919543678070434,-0.9935856763519948,-1.0171199159953799,-0.7216462180677062,-0.9258336523002021,-0.8716094332800295,-0.8622625049623722,2.426083830614474,0.007544182690499195,162.0
49,85.0,FEMALES,20.0,SINGLE,NO,SOME ADDITIONAL TRAINING,HEALTH/ILLNESS,NO,0.0,14.0,14.0,91.0,28.0,6.0,41.0,37.0,5.0,52.0,18 - 29,18 - 24,some additional training,1.4471580313422192,3.9474434441421242,0.01358443753617672,6.374581468997812,-1.3811867309744235,0.8880889652724986,0.712548886429472,0.9402190050453888,-1.2595010673005747,0.5397541931751587,0.6279707421352407,0.6711036398868969,3.9474434441421185,0.013584437536176702,108.0
50,11.0,FEMALES,22.0,STEADY RELATIONSHIP,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,10.0,20.0,34.0,36.0,20.0,37.0,31.0,3.0,41.0,18 - 29,18 - 24,completed undergrad uni,1.5563025007672873,2.910034036846378,0.005605429577027091,6.3651740110474195,0.14893663761081258,1.8927392614334067,1.574001437218127,2.0113560172624863,0.4843980686951435,1.5056592544226566,1.3678855665188991,1.7009996177936295,2.910034036846373,0.005605429577027097,86.0
51,494.0,FEMALES,21.0,STEADY RELATIONSHIP,NO,SOME SECONDARY,WORK,NO,,21.0,23.0,91.0,16.0,19.0,20.0,27.0,5.0,56.0,18 - 29,18 - 24,did not complete high school,1.2041199826559248,0.5090942363561112,0.0029832673504868296,6.363597908526859,-1.43599628570406,-0.41175782710275116,-0.6606542466164594,-0.27571213066968014,-1.5535792774871677,-0.45846196515623805,-0.6126079679359168,-0.3036699932792324,0.5090942363561098,0.002983267350486822,
52,127.0,FEMALES,37.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,NO,2.0,27.0,25.0,45.0,12.0,29.0,13.0,25.0,6.0,72.0,30 - 44,33 - 40,some additional training,1.0791812460476249,1.0421687407280484,0.008336095758645629,6.356465598272344,1.5404092276507124,-1.010269166632889,-0.2934828876042327,-0.603585047606312,1.4519884159188838,-0.7878389053173392,-0.1690873238982058,-0.29476988482283073,1.0421687407280478,0.008336095758645613,
53,359.0,FEMALES,39.0,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,FAMILY,NO,0.0,10.0,11.0,74.0,19.0,16.0,35.0,35.0,6.0,53.0,30 - 44,33 - 40,completed undergrad uni,1.2787536009528289,8.17745786849291,1.7271386835481156e-05,6.313072856887499,-2.1490671666493513,-0.9737484148550708,1.8083469735232103,-1.073053043231757,-2.2178090229969136,-1.5130137129809664,2.033822950735319,-1.2149633373579556,8.177457868492896,1.7271386835479523e-05,
54,459.0,MALES,32.0,LIVING WITH PARTNER,YES,SOME ADDITIONAL TRAINING,WORK,NO,0.0,24.0,25.0,33.0,11.0,23.0,14.0,290.0,4.0,37.0,30 - 44,25 - 32,some additional training,1.0413926851582251,8.538355035285962,0.09448698060573754,6.2493056315737885,-0.1019084580614434,-0.9937559388061297,-0.9475223793317749,-0.49981879090451076,-0.26150487856476334,-0.8559206422297457,-0.8343344450295387,-0.29832362851198935,8.53835503528594,0.09448698060573729,
55,301.0,MALES,54.0,MARRIED FIRST TIME,NO,COMPLETED UNDERGRADUATE,"TIME (lack of time, too much to do)",NO,0.0,24.0,28.0,37.0,11.0,33.0,13.0,29.0,8.0,48.0,45+,50+,completed undergrad uni,1.0413926851582251,7.272345656180695,0.053576416902436336,6.192321168785233,0.5457303287734129,-0.8131497034101323,-1.239099519793361,-0.343854391562158,0.4054295660040791,-0.5474523608528998,-1.1690328022725804,-0.099413990724134,7.2723456561806765,0.05357641690243613,
56,31.0,FEMALES,27.0,MARRIED FIRST TIME,YES,SOME SECONDARY,CHILDREN,NO,0.0,18.0,21.0,43.0,31.0,29.0,31.0,40.0,7.0,61.0,18 - 29,25 - 32,did not complete high school,1.4913616938342726,0.0607099564856984,0.0006807980976351009,6.141303612823956,1.2966737846160583,2.1362545336699372,1.2324302516031238,-0.8681468650890762,1.5330920723656316,2.420044389859197,0.9152458408944837,-1.2936754876326448,0.06070995648569826,0.000680798097635104,
